age,sex,ph.karno,pat.karno,wt.loss,ph.ecog_1.0,ph.ecog_2.0
0.14222175773834925,-0.27341646395443087,0.2927352701950785,-0.1650200184639208,-0.13637421137211655,0.4038097507316948,0.6106391314600726
0.1423890607488841,-0.2744603332655596,0.2942120760951001,-0.16550159819622184,-0.13672572049786463,0.40554600144310415,0.6134405564933086
0.1423819969783219,-0.27417328115573963,0.2943319450995053,-0.16603484088910578,-0.13672948856926043,0.40545860158125424,0.6129485900232229
0.14219148827356828,-0.27462952548710734,0.29489991906861496,-0.16612615056717925,-0.1372058016390921,0.4061226517781142,0.6136420006620084
0.14064431315824844,-0.27192530418264027,0.2896196935925765,-0.1636713669487411,-0.13476758650526363,0.4016305001716583,0.6060163146541223
0.14183575969606813,-0.27403454918473363,0.29362737443614184,-0.16535139074381164,-0.13606726864686722,0.4040617930627001,0.6113014632319
0.1422629863155394,-0.27441151343877795,0.29441231168901355,-0.16577172233136778,-0.1368291678977913,0.40529143500225023,0.6129697079386468
0.14250997911793614,-0.27435697183004115,0.2941049196699387,-0.16598294912909156,-0.1368605258282118,0.4058669273747505,0.6125878264843015
0.14037387860646658,-0.2697285724839662,0.2862928448321382,-0.1648968935417416,-0.1342299000470588,0.398875831270643,0.601209331352306
0.14167294483239354,-0.27194200811806263,0.29144382083607295,-0.16459540102404996,-0.1355135635946012,0.40209843096597325,0.6081976722846497
0.14136562127604968,-0.27269722185444434,0.29274004403653975,-0.1643357039748361,-0.1357816142831717,0.4036852297734094,0.6096592190289378
0.14223804127987902,-0.27487567383850564,0.29427655399286823,-0.1659949853454147,-0.13693981602580274,0.4058219828800448,0.6132762324074652
0.14221198582571362,-0.2750369420501446,0.29440283686927626,-0.16607370119532447,-0.1371679774964031,0.40622927823739774,0.6138125335539002
0.14256781453498227,-0.27495479848244264,0.2946208681132545,-0.16615081140715912,-0.13683200900471243,0.40654242757289916,0.6138341520824477
0.14246046077178073,-0.2749288661278608,0.29445223106547047,-0.16582233711894354,-0.13697549878513868,0.4056638174446988,0.6129494847697002
0.142618137903815,-0.27506763413060475,0.29470857212208457,-0.16605320487525863,-0.137340121886238,0.4063829237686797,0.6139107631266691
0.1420419449132566,-0.27206614358164644,0.2910819375476224,-0.16396145319916264,-0.1352290719046997,0.40209963537229976,0.6065546441171602
0.14012823577236236,-0.2707227340991007,0.28625563211434385,-0.16284590623053216,-0.1370373966942627,0.39906909207090097,0.5994389825444224
0.1420380006764744,-0.27428714543635796,0.29387827538353195,-0.16542540251377463,-0.13696993891935988,0.40488983864829237,0.6116631368769005
0.14167602807384663,-0.27234697529880764,0.2911696099498266,-0.16395088612545855,-0.13540422768529678,0.40205408307052315,0.6078137780008852
0.14238957987851578,-0.2687803765400238,0.28463469008044023,-0.16333448587338398,-0.13239070466121863,0.39653718318065967,0.597752603860982
