trt,karno,diagtime,age,prior,celltype_large,celltype_smallcell,celltype_squamous
0.0008729520123957186,-0.17044335452915185,-0.007044965837776033,0.02758345903764142,0.0002274126386973636,-0.0011074393299938948,0.02334643441103054,0.003183851141006369
0.02787841169069166,-0.31457229192453434,-0.07444992640115415,-0.05288955212365759,0.008106139077354375,0.018078543867867742,0.009033946497066587,-0.060966193334045925
0.11442205060334538,-0.15041494764434382,-0.031053611926856184,0.047421892246386745,-0.021991036352425438,-0.0003324396065366244,-0.008201840920104233,-0.04990273252300612
0.03159160642048887,-0.3358166039062911,0.0779950760410223,0.16997192428480795,-0.030697562424024345,-0.021105769118226463,-0.03053135650449043,0.02217744057418549
0.0165893871172356,-0.21933198589809405,-0.005851388105661957,0.026526745827144305,0.008822516378281126,0.01009644054608037,0.047593054129868306,0.011908851826654625
0.09979364286090833,-0.1762766580607747,-0.005192714246668098,0.13221550889031217,0.007765415156857248,0.015718791305844984,0.01455111058424018,-0.05516763518704023
-0.012939610995265924,-0.14239757003002865,-0.005496316404974796,0.03458157195135703,-0.04061048559668081,-0.004480809455802409,0.036691200906791226,-0.004876982719336506
0.014484506750991992,-0.21851999675052988,-0.007088360595217702,0.08021694268247696,0.007168403086228315,0.008812459658259603,0.013828797287477218,0.013729840722314113
-0.021736471734424886,-0.0649399836636535,-0.03465776004263045,0.07460324304066038,0.0350186999950269,-0.010866207767177416,-0.01569066037165862,-0.012851304947975156
0.025026365012938243,-0.2212986294670546,0.044194618221479735,-0.05074553714324631,0.01466693313709102,0.016640566288371503,0.07970969990718775,0.007499775634082388
-0.006051494457471725,-0.21237226086036035,-0.05209879140235312,0.03814854199325707,-0.011853969006179578,-0.0027056949218862876,0.0008963527869469195,-0.0029298907382799616
0.09454556585068186,-0.26250198956650067,0.05422472637877414,0.036181825513217664,0.012074004270422,0.01094043290877552,0.012416974521118057,0.018173048808678913
-0.018274698637733396,-0.15603409987619454,-0.015171571346935244,0.0018254741383907742,-0.0426568477674663,0.019266868668997725,-0.010041544971637173,-0.00896285871885625
0.00012288890830027273,-0.1312969681064426,-0.01500296561225235,0.04392283909132212,0.00046274758442997355,-0.0005855182326167165,0.004330620871451015,0.0002581942841340773
