age,sex,ph.karno,pat.karno,wt.loss,ph.ecog_1.0,ph.ecog_2.0
0.022420096422605715,0.0033077362127299755,-0.16261746071377434,-0.2051444101751756,0.015065680192497748,0.02296270102095185,0.007782478175188249
0.1477031831943426,-0.00884427540435935,-0.05230544465154437,-0.06610864551639825,-0.009491993629155895,0.02877820206842501,0.011905074150580343
0.1186776990805441,-0.02722452511445808,-0.05568087911127306,-0.05875032395427326,0.03507475966656872,-0.023124950364834175,0.041013833345869076
0.08320367396896859,0.017320608775655985,-0.04719277002085714,-0.13767517209380384,0.0827247313616338,-0.018535953066372866,0.04468219563129426
0.14620112023542714,-0.0871521910571469,-0.06306461439242572,-0.07052301840910406,0.08079217863377237,0.06323273395295827,0.02341496604991853
0.012671668879323812,-0.04802713117714379,-0.10952819322249095,-0.1114917706861533,0.021002771158240736,-0.008217747659229373,0.0005299631233617425
0.0748729078662438,0.036488539610398864,-0.0678439924290103,-0.08589595831376841,0.057098185477775926,-0.03299261513527711,0.05744721185968637
0.12952741522289915,-0.0044156983929393365,-0.08558230506037674,-0.1562808490307892,0.053068065643911214,-0.0017140139270201448,-0.0006838080315930279
0.1115627913769536,-0.10522483442924152,-0.06951070880149329,-0.04286542570517426,0.005959300461485497,0.04636370684979824,0.021248201216021344
0.025315241814578088,0.006409573552893102,-0.04214903053220644,-0.02892539649151266,0.06211183391718721,0.01664776770018894,0.00521099484693172
0.07054511882749875,-0.014046348323358574,-0.06894498075626744,-0.11672775234647821,0.014032907925871045,-0.006355036915711716,-0.0018101808621078695
0.15933147754735308,0.001619902120275783,-0.04963512108005266,-0.07848932787300997,-0.007674268221461089,0.02139740867217347,0.0057776719489276394
0.09331255725139437,-0.08467507721904764,-0.1202714451161565,-0.08319823166889165,0.011622906998586813,-0.042187355712289716,0.02131206079630732
-0.006611854853947876,-0.003758330984272229,0.0002895336648215567,-0.18928303088205495,0.04433363638300409,-0.003712308032935146,0.008939349397544687
0.0028109757701951068,-0.01960991785730862,-0.02949908889775876,-0.04209426841684832,0.05187528488677195,-0.0053059319642228455,0.012193450903801395
0.06941755238243001,-0.012491715925171785,-0.012416996625101227,0.0015877266736178627,0.038542382771148416,0.015273475682447383,-0.009065550856687515
0.026437708261340388,0.0077031635119334555,-0.028363166772171555,-0.059470565829612104,0.024613899669405404,0.01275577777602447,0.005946509076482397
-0.05765058314239191,-0.0686700266834988,-0.11120474875529729,-0.028957938001703112,-0.07318586476938738,0.043950547311502566,0.022185459491745375
0.1843998720571692,-0.08232179861045145,-0.07148872199355794,-0.07146244296124932,-0.0029535332998785733,-0.03957271291643961,0.038554728324474305
0.06222196698917311,-0.07790682578754048,-0.11444236141990528,-0.2271414449884127,-0.010554738100338244,0.05140269994068429,0.04111147649683356
0.054252103544552004,-0.09845078529047402,-0.17735845514224066,-0.026430484296213128,-0.04640975561026114,0.03561356976263408,0.02362768641354659
