bili,stage,riskscore,trt
0.6137321542287392,0.05084529829815894,0.6836668961316045,0.022345786097365816
0.17573230710309853,-0.13449053848142323,0.7884040632843639,-0.1009920197976726
0.2257710997708342,-0.10280624186117912,1.1431397948514834,-0.07452204240377408
0.6842915916103491,-0.059180716479250516,0.3897907058595705,-0.03830478630758601
0.8765943013590528,0.016422075051818006,0.5251270167948622,-0.006718459494534589
0.2456963207464845,0.06538879138370374,1.3143620028295784,-0.10443644408894841
0.25685160042822536,0.14996326649864777,0.4410116372551905,-0.2276150531709267
0.2681049269849203,-0.13245587699175768,0.6889286386357845,-0.09999710602441372
0.407441546770988,0.14283274579029398,0.6761113091002531,-0.24895679357710662
0.4227825244255136,0.00939356231931663,1.3159465838193063,-0.0201121629939505
0.696556487970524,0.12320186931358475,0.555543872791414,-0.19743639678242483
0.2798332282906455,0.12858818053751883,1.0698293352073123,0.15345936321628303
0.20537993514165534,0.03383621142140379,0.1824446511676349,-0.05326991764748865
0.3224329608658186,0.1189500494276748,1.1588726888381466,-0.17674223173370662
0.2599208658325636,0.038372162776470126,0.14327450736219494,-0.061942540695228775
0.24179196430166303,0.18867520199555357,0.8761437317275529,0.2325548490168198
0.29737220751936344,0.08141570820516324,1.2378029773295436,-0.1459327039848257
