age,sex,ph.karno,pat.karno,wt.loss,ph.ecog_1.0,ph.ecog_2.0
-0.21468369237207402,0.02916037686342217,-0.03148236928491812,0.03761495375062887,-0.06248580080510249,0.10194744974530233,0.013218183891393015
0.12032605160907175,0.0322358393402091,-0.03831084706109266,-0.09235639526899336,0.0024103670061307396,0.04138597790563082,0.01924658905402156
0.08186349914902107,0.030933884028853532,0.1142345609246825,0.08463510291622134,-0.09344288443668408,0.04260910390770934,0.5505295664249621
0.09557445073027998,-0.41791917240359255,0.041164847028566855,-0.1442326276868974,0.1358183582717137,-0.018065700182670796,0.2808540144766984
0.18413589265371783,-0.2521791549772319,0.03204793758093018,-0.1765342138010993,-0.01772201113997624,-0.01150955857182575,-0.004704486599323321
-0.04410039125759911,-0.18157224742830977,-0.0035442822454881217,-0.14945758417267457,-0.0298297149709705,0.08612676546276403,-0.05501450389181353
0.10020913964645306,-0.4304671605245979,0.01754062697794674,-0.034672212135782414,-0.034615557821098354,-0.06588717161510829,0.27657243359303396
0.20234923020883452,0.04226120898976226,-0.0763061771131349,-0.19371900914912252,0.05898666622288367,0.05525263573944727,0.015718626756179913
0.05845736750987571,-0.30240744274897735,0.03926695330892495,-0.06719725137240234,0.004886630142392273,0.01661229280193377,-0.015092195203226515
0.13052349785092165,0.02000648937793822,-0.02817972546132768,-0.05763076248286298,-0.034137213584291434,0.02720764772670178,0.02232182704794479
0.09326423259427158,0.013058797038614236,0.02851296243887632,-0.20203678059577093,0.09891796810010739,0.049780944152777076,0.024077150633178824
0.18302739821170913,0.02715273091331597,-0.04335899761276624,-0.0974500546362292,0.008881871406319386,0.029005531722431473,0.020603703553282667
0.14481364326667343,-0.1693894153104453,-0.06358104835811859,-0.053762694431281004,-0.011620124201516783,0.060397830533292465,0.04074505195466742
0.08969663061404315,-0.21342014070366536,0.08763669540764374,-0.06775140640718375,0.1535287952524683,0.02238571311881388,0.3377574847429436
0.1973476770580455,0.026312149116127125,0.033413135357622144,-0.05948515993257815,0.01645226150566708,0.04468449236916702,0.05361959462715145
0.22619033574095904,-0.0008724425982205098,-0.04340959200880752,-0.08403219367436371,-0.1118430896589802,0.0756716656550224,0.006006740307802363
0.11555430614983032,0.024735441134258917,-0.10332731194038815,-0.027060637900595815,0.009111951910239594,0.03141496880541741,0.01333219679279428
0.04299425806245091,-0.18467530523414333,0.03408247719367482,-0.0994283298976649,-0.15538101357937742,-0.025837445656765923,-0.0059520221434650415
0.175421402622486,-0.10588231503970379,0.023838000786728306,-0.0380804673097711,0.018877539464560947,-0.03358919528697794,0.008282312967126955
0.23466245618523143,-0.08679316964871468,0.08582322335318102,-0.1623050742750608,0.06011469343032282,0.010678254037787075,0.007630596515980756
0.15122651236486248,-0.15599792849436947,0.025126431912305205,-0.0446491778860892,-0.008649679027042438,0.021936577516488878,0.01692806583998625
