one,two,threen,four,five
0.03731651894487218,-0.04182103884973799,-0.05787972605020724,0.02269982923703819,-0.03649938502622082
0.012717016821131775,-0.04319638041887205,-0.061638236768445195,0.027424021571771644,-0.03894808789218357
0.021560687840264034,-0.050912262310769334,-0.054821791378698435,0.0260717652244658,-0.04094777435157888
0.009465535387605353,-0.02941646309188686,-0.056973749425071385,0.037780771080887746,-0.022199987417968983
0.033272422337510425,-0.03472630272475119,-0.05268510429043714,0.023684501989159463,-0.05066524315523826
0.03993383448143352,-0.012471169424757565,-0.05924140957349362,0.039779003896941986,-0.037173336779070205
0.044125082238428696,-0.030355618888452097,-0.08654407334895231,0.02210479525451372,-0.05004081559043342
0.03161534990792277,-0.032730289176363246,-0.04593127544802918,0.02295783140913162,-0.037371264640027185
0.02708431195484554,-0.028020792723277323,-0.05818614129739625,0.01921844900805305,-0.03436201794310107
0.036563568298269275,-0.0380326939348606,-0.03530771432896634,0.03640735125133202,-0.060016013636754205
0.025271475898446857,-0.039656717777810144,-0.056910261978361396,0.029231867172089043,-0.01803409667611476
0.026515410861299337,-0.043202996496100106,-0.06671253558852029,0.027445344395989807,-0.045883830441372585
0.00865888704840411,-0.021559025434684086,-0.033679155621938,0.03112136782116847,-0.051938276904046794
0.010317976438239975,0.01040763405201131,-0.02012687498674272,0.03287917403623823,-0.07250203014127171
0.04643898817822911,-0.028039070630600522,-0.053829612618934236,0.03715422200441739,-0.020060234099572725
0.036282984905133236,-0.051475752154064414,-0.0418191396624998,-0.007791728373470791,-0.03937389847044454
0.007432380365955275,-0.04380853651745291,-0.06541479841993353,0.03757275949643395,-0.045095491320548464
0.03275344579851297,-0.03740845153463433,-0.06368742904771706,0.03345928420347748,-0.04121787384090803
0.01581233648574156,-0.02742145622466061,-0.034179250364462906,0.021975183847814772,-0.04042362339795142
0.027860233671262065,-0.024625912086865306,-0.08952944604169107,0.005327453810734885,-0.04806866643227528
0.03005695786490362,-0.023992458310720235,-0.03569706949418072,0.01273342591912329,-0.05423662018021167
0.02971933949444484,-0.039307625348536136,-0.04341714059843458,0.013689725663713298,-0.0589430273230781
0.04944433822508075,-0.03800823012219018,-0.04549555850505785,0.018226044713629493,-0.043933363714469834
0.027115076585394315,-0.041889715828057915,-0.041299604964672144,0.040894458488316146,-0.07709631378794707
0.030559581550794277,-0.04736854400326882,-0.04429796608615264,-0.015250593201096082,-0.06956589932911994
0.032683781325383764,-0.03584801488412551,-0.0549813655656051,0.03573820092277811,-0.047806524744876726
0.020136369064099532,-0.03945800924000077,-0.06011842949814474,0.03424829157227754,-0.049089652834432465
-0.003126412216372762,-0.07657874067166877,-0.07200256014509665,0.01716739677767853,-0.021843153681929822
0.02887640729640229,-0.054307039140643075,-0.07565670753803545,0.01201261540264111,-0.04781523579427023
0.04421451911047314,-0.03312257863274826,-0.03386976761972258,0.028801381931045946,-0.04602693627874218
0.024808270724208357,-0.040474185412494694,-0.05600812989304167,0.041710968697063144,-0.03640459352312098
0.033111027745721944,-0.041893185165405064,-0.04916839341748026,0.03073814109632035,-0.06300235120470819
0.04306315170298127,-0.04702533299532086,-0.08148518173258568,0.02723607582123446,-0.04687410110096106
0.03945143273145814,-0.04102059906903145,-0.04367612695510993,0.030086999589828526,-0.05918870306281593
0.0328133947079327,-0.023365465786494496,-0.0398824262325211,0.007063647530663337,-0.04738785053006031
0.028966453726464163,-0.03434650308419739,-0.05019971743120996,0.026299237589396732,-0.04029542709492047
0.03441894752700754,-0.04136242924615555,-0.05989970924298188,0.032420397161086696,-0.05225483763133417
0.007376444416302816,-0.03753089859404943,-0.037611966282468615,0.024128226788275937,-0.017676210787840863
0.015903370937493205,-0.048344305167303654,-0.055067214496777664,0.02994320173151034,-0.04374586090804503
0.01749319784808277,-0.04770213517978053,-0.04653114791467102,0.01358557599473518,-0.052621206342049545
0.010025833451145586,-0.03688688641419444,-0.05194488308762343,0.009180228058392387,-0.09047723947078706
0.017568648231744827,-0.059948971880599354,-0.05078630925646472,-0.0019478404340254002,-0.04513259400078414
0.023490237116981682,-0.0409471937643879,-0.0555618192663829,0.04013685557344627,-0.026696843667924606
0.02571581835706392,-0.031429419250032564,-0.05884188916647043,0.042208716118857466,-0.052039898475103034
0.010976182794108955,-0.03483064033816558,-0.05258341660406937,0.01968667795331907,-0.046488632965614125
0.026617927263728303,-0.048205125807443655,-0.024648473025722633,0.01956033111137984,-0.054158645780753537
0.02110303045831312,-0.03505752396099722,-0.05656267287123581,0.004271501042306578,-0.029796821764241782
0.0008295480460318806,-0.050183872923965304,-0.0443471019709844,0.030437775555115863,-0.06793253227623634
0.03029463858526223,-0.03710689725025655,-0.04795641359550391,0.03250298667934257,-0.05094426107341108
0.03248219060901039,-0.054624135864553496,-0.07895906099571777,0.03279497693656543,-0.05340344215140427
0.06113002271716792,-0.03449914669379616,-0.04446823676715559,0.00447768676200177,-0.026929885149365188
0.024881642431849503,-0.02139418712510144,-0.07644668308811928,0.042806573606794435,-0.033230008648502785
0.032439498640598634,-0.0450382363881619,-0.06433663391577678,0.04731523106400299,-0.041580867544926195
0.04673179349409291,-0.03935115646920755,-0.048460786789093775,0.030747832539353516,-0.0507645853577602
0.0004894769633808207,-0.06008966805680994,-0.0670344633721801,0.004851927500509334,-0.05084500811859812
0.03879804835130278,-0.04443223638959245,-0.05966682358401171,0.02058723045852727,-0.04992343325091473
0.025068427235631928,-0.042106820123403596,-0.059558924908747965,0.032887951548785564,-0.043627375089789075
0.012819537914074525,-0.05010800282406404,-0.05474268891832618,0.026249492365307436,-0.04262523950104458
0.02465927305296158,-0.04124677791144956,-0.05639553656204459,0.036106315860080035,-0.04091950504450854
0.03293143027427695,-0.045279239381276766,-0.053349640967246724,0.025711470831236472,-0.06281167714939581
0.028586845139675653,-0.044189466613585374,-0.06849816794400192,0.027477977561721843,-0.0465391281247727
0.02723798618109507,-0.04306527407752785,-0.05439466805794136,0.03299691540755882,-0.043186914624112796
0.03155597208404521,-0.033944860762855834,-0.08295848846776746,0.009536722638759279,-0.030429186315514212
0.01326906466348128,-0.008519896394988668,-0.02635445301050712,0.036101231377899584,-0.035013733423501295
0.022920826273694437,-0.047503906623953096,-0.03511920318994472,0.005376526649715853,-0.05052036726198986
0.0018798384438705532,-0.04962585665494227,-0.057335044089904155,0.025990282209777366,-0.044794052525962566
0.032520962177289024,-0.04680486722603964,-0.060029851045731705,0.019761010931875995,-0.054391049733987
0.015293831211479939,-0.051218495553470106,-0.07462497063898209,0.010780801804612088,-0.06709062144846996
0.010882950397678219,-0.047659058052334384,-0.07497437879821135,0.027534122086840813,-0.016506094349391685
0.016764005448716687,-0.034615075388022574,-0.05498157255899202,0.02254624812151514,-0.03147889046275415
0.031453050497678166,-0.05365477316598201,-0.06073992443495689,0.014865757702129516,-0.04290585070232318
0.030590559888124463,-0.037287251760263485,-0.04923753094410813,0.006246394655706977,-0.03936264748699306
0.021265437016422868,-0.04202490109913611,-0.04895151722857356,0.04627680121195535,-0.050456583606804266
0.01693314891378967,-0.05007495559880459,-0.04607108010710728,0.024097415455479197,-0.07009209007498807
0.026552684638649883,-0.03760897420495684,-0.0678032628416037,0.030673801872002155,-0.05850661263844317
0.02458772054013992,-0.04478540641591282,-0.06057456509766846,0.02119104110989992,-0.03944829080878326
0.026655508894870193,-0.04278293351528381,-0.049917548051123715,0.007308310241936196,-0.07478270928638794
0.03152637862537565,-0.03746709216152949,-0.05490296365389721,0.028172590179002765,-0.04538174812750585
0.01960020064195067,-0.04240078799629033,-0.04967977210631044,0.00790127706281242,-0.03948095162489359
0.03611103734904416,-0.044276880399640325,-0.05638959449355096,0.029200676088591986,-0.05511880894663874
0.015441521769683615,-0.03955308667609395,-0.05063341516721136,0.0360562210388316,-0.05451884567614931
-0.0027684961180951427,-0.06276203237678742,-0.06551622564991319,0.03692508154924316,-0.046022555584963626
0.013989159264725735,-0.02640894074307172,-0.0564054063036133,0.03298825834446233,-0.02981365008582113
0.03436572555768422,-0.03401365897150533,-0.053340788626313446,0.029365419458075102,-0.039882199754798314
0.010393532604409034,-0.05601383905002518,-0.04722261757838118,0.04686669819255396,-0.08862590976255626
0.03035840804944127,-0.05682821930867055,-0.03963093710089659,-0.009283252008492181,-0.05329936424948826
0.03331668600645815,-0.03937866446784392,-0.035696052771793725,0.0341056431141347,-0.04811551877305792
