one,two,threen,four,five
0.00042772780397108624,0.06621256010329232,-0.1355655570471273,0.023692905049244314,-0.011128150514826768
0.005817514655595197,0.07507833955046701,-0.1647748567167816,0.009044263567414073,-0.03654126250456479
0.004825795853756992,0.06377726431794901,-0.1369419683674602,0.014390434533559463,-0.013972593588308551
0.005810356396228187,0.07415997259777589,-0.1530657184594294,0.025983968600211963,-0.03685523095186976
0.0055585666487622705,0.07592952085882576,-0.16973468379360163,0.015909644688565226,-0.02756215811066813
0.0074372816973654055,0.07369836616510321,-0.1301368729928677,0.0006933793024495191,-0.028014608431485552
0.015472123841452889,0.08838524696774704,-0.14459226006846773,0.016970090303620945,-0.013865300438995433
0.013472826209496054,0.06122099024546948,-0.1324373654263649,0.002198103398240396,-0.024042925771040634
0.0009436921035523029,0.06973253725741368,-0.14782013370765543,0.009197061136143036,-0.004013793589303227
0.0008774991130090332,0.06601994210052348,-0.1600624954572207,0.01866500962939119,-0.018129532585745112
0.014477741762240625,0.0651984171741523,-0.15646142882606323,0.010038689486310844,-0.021338096728715065
0.01941594238722514,0.06185811915851003,-0.13217586510800078,-0.004276879350671255,-0.03570169547155573
0.005913168272971397,0.07457024886161957,-0.16379883534299014,0.011896376149234514,-0.04060591131881991
0.008293945875702514,0.08157667543085116,-0.15294376352095745,0.012688609959261531,-0.03411888574561552
-0.000856468878983947,0.06551944663163696,-0.14260776062792324,0.014441255049440329,-0.018712820195888654
0.022716545844051174,0.07620078253084113,-0.14588174493132258,0.016938518170378208,-0.03136652100400973
0.005096364697750634,0.07768185789929066,-0.1515880860613747,-0.0018628588537390983,-0.040363889672101826
-0.014287725671979463,0.07223279440106388,-0.14881320982887966,-0.005242098028146127,-0.02159488384461629
0.013478990154069146,0.06450805763971298,-0.15597386463216156,0.002437124680919735,-0.0037468413095510097
-0.0005187645083952361,0.0840204613485746,-0.16843954764094318,0.006460227303704239,-0.029867062705260954
-0.010166522167286163,0.07848142825011853,-0.15432845463176317,0.007897392683202114,-0.021024976479010783
0.0015293138560464453,0.05442195236769508,-0.1347932484470404,0.007174375487898477,-0.03477361374956852
0.0035732052195354695,0.05939070347932337,-0.13298645442570436,0.019526362919072365,-0.026609889700189533
-0.003169199079148256,0.0747931740110386,-0.14826904266490137,0.0069818334786201025,-0.009109176357515689
0.01812960536194493,0.05848062703695387,-0.13202834385138196,0.004321957644641138,-0.03066402831264368
-0.002240867815760644,0.07292254416936983,-0.14303068757985754,0.010534915349947821,-0.01569887393070406
0.0054092883975373545,0.06611726046686782,-0.14534906500637365,0.0031268756303164404,-0.03224735185406332
0.010412677273071689,0.07951260501572503,-0.16471531415170576,0.009683118971523628,-0.028652079230115167
0.010693775391641715,0.08084024929119328,-0.16865179538669464,0.010887759391251724,-0.008364762607932938
-0.0041521482099338616,0.07257258940650535,-0.12305499140845848,0.012262127700837754,-0.035062841253906636
0.0047480681258697645,0.06599865776167761,-0.13265842556922358,-0.0005227553430523581,-0.04014570797138785
0.004800235859367947,0.049147289091244536,-0.13917372995088176,0.01838480077012363,-0.012893582860359128
-0.0028070529879776146,0.08223747520574703,-0.13975414593057528,0.003827550908948016,-0.021815907058766404
-0.002361892281580862,0.06893755146714617,-0.15786051378467506,0.019359907280755984,-0.02347493270975182
0.0003675386234474142,0.06142263482297016,-0.12956130951523687,-0.002607047484935243,-0.008938385269583241
0.010361505062937886,0.070505955841343,-0.1279523306063259,0.015902574854875225,-0.020628776807024796
0.017705540067104335,0.06749746419194617,-0.14000746332610206,0.003026035006410132,-0.02336261046664501
0.009286567475011547,0.07611219833584945,-0.1704778064544964,0.0007811978981340568,-0.03631907222295891
0.017233975319242666,0.07206202402036753,-0.16225028474243747,0.016986862623470936,-0.033177421017538324
0.011732110463609419,0.07299636589153385,-0.1642443674127457,0.01046335318554627,-0.03462166430394585
-0.0015419084969974615,0.0789504496103638,-0.1557457913659677,0.0010696566936279409,-0.023025363425377945
0.009661556237711567,0.07288139845451674,-0.16102519182871822,0.0064344091328573175,-0.016441559643644976
0.0032844713029687713,0.08853907133737449,-0.14599419592627982,-0.011852829269299136,-0.05172023470654165
