one,two,threen,four,five
-0.0043254262387304185,0.09629856829260361,-0.15916154358566936,0.01603807961260956,-0.035974555558543085
-0.004325426100394853,0.09629856788997693,-0.1591615428685061,0.01603807949298071,-0.03597455516778477
-0.004325426407648406,0.09629856847317615,-0.15916154395305648,0.01603807982868066,-0.03597455560991002
-0.004325426244663759,0.09629856790394434,-0.15916154251191145,0.016038079590517104,-0.03597455533432871
-0.004325426202845344,0.09629856760548579,-0.15916154277715566,0.016038079658836753,-0.03597455524569475
-0.004325425991602451,0.09629856808284601,-0.15916154268888713,0.016038079717655897,-0.035974555179548784
-0.004325426229703116,0.09629856838005824,-0.15916154385304743,0.016038079661508168,-0.03597455550192059
-0.004325426388820263,0.09629856860497797,-0.1591615441265699,0.016038079733889085,-0.03597455577027362
-0.00432542654995383,0.09629856811483643,-0.15916154357796633,0.016038080301811836,-0.0359745555351762
-0.004325426278422831,0.09629856824738728,-0.15916154352263615,0.01603807962336314,-0.035974555376414905
-0.004325426243713275,0.09629856836005433,-0.1591615434288008,0.016038079707346806,-0.035974555471974486
-0.00432542632124038,0.09629856840458395,-0.15916154380034556,0.01603807972545366,-0.03597455563180969
-0.0043254262645046285,0.09629856769852126,-0.15916154277299865,0.01603807957946723,-0.03597455542526175
-0.004325426201795267,0.09629856786393698,-0.15916154273780994,0.01603807955141944,-0.03597455529300227
-0.004325426269744652,0.09629856845879103,-0.1591615440856486,0.016038079702467536,-0.035974555601172166
-0.00432542624426816,0.0962985679200378,-0.15916154293773915,0.01603807958467202,-0.03597455536064663
-0.004325426272109315,0.09629856799814543,-0.15916154318065734,0.016038079658840753,-0.03597455527150268
-0.004325426255610845,0.09629856834904174,-0.1591615438307374,0.01603807971171829,-0.035974555555631074
-0.004325426261863364,0.09629856819575955,-0.15916154342097683,0.01603807974878908,-0.035974555454258254
-0.004325426125083822,0.09629856825953678,-0.15916154352811918,0.01603807984998538,-0.035974555298662704
-0.004325426333386559,0.09629856775414211,-0.15916154272900537,0.01603807955632208,-0.03597455528522644
-0.0043254263275624245,0.09629856858399707,-0.15916154389429146,0.0160380797974565,-0.03597455547237886
-0.004325426304411179,0.09629856852338395,-0.1591615440389525,0.016038079724946586,-0.03597455567551749
-0.004325426277806921,0.09629856784178085,-0.15916154293735987,0.016038079574766845,-0.03597455529725685
-0.004325426211348179,0.09629856856528964,-0.15916154400532864,0.016038079681028314,-0.03597455558753847
-0.004325426289305909,0.09629856820845982,-0.15916154328037946,0.016038079797137603,-0.035974555692592294
-0.004325426282750365,0.09629856812183639,-0.15916154396793694,0.016038079706817723,-0.03597455563762554
-0.004325426119775186,0.09629856785418449,-0.15916154251277786,0.01603807960679717,-0.0359745553379374
-0.00432542651729293,0.0962985666758134,-0.15916154222403653,0.016038080022290825,-0.035974554843058185
-0.004325426180443879,0.09629856839429567,-0.15916154380752534,0.016038079726921905,-0.03597455562619428
-0.0043254261931406955,0.09629856838857427,-0.1591615439067272,0.01603807971815127,-0.035974555468626185
-0.004325426330146651,0.09629856846759882,-0.1591615440306166,0.01603807978551244,-0.03597455559929437
-0.0043254262120095005,0.09629856836336545,-0.1591615438336474,0.01603807968945453,-0.03597455564150827
-0.004325426252057382,0.09629856765147181,-0.15916154280779754,0.01603807960280975,-0.035974555288715855
-0.004325426300976535,0.09629856828198725,-0.1591615437932031,0.016038079735674126,-0.035974555495367745
-0.004325426304148555,0.09629856818414544,-0.15916154378236377,0.016038079676255926,-0.035974555363021535
-0.004325426190994309,0.09629856848854208,-0.15916154405510405,0.016038079754927843,-0.035974555529391376
-0.0043254262949062455,0.09629856796055872,-0.15916154311038797,0.016038079635490494,-0.035974555306178484
-0.004325426237421666,0.09629856791286134,-0.15916154301998528,0.016038079644186302,-0.035974555310967604
-0.004325426092109104,0.09629856762060883,-0.15916154268408306,0.016038079460845414,-0.0359745552739623
-0.0043254262685050145,0.09629856790305794,-0.15916154307737382,0.016038079704306787,-0.03597455548738371
-0.004325426280590546,0.0962985681309483,-0.15916154329533258,0.01603807971219377,-0.03597455554213525
-0.004325426287563228,0.09629856820782716,-0.15916154346925873,0.01603807979230895,-0.03597455547255125
-0.004325426195116922,0.09629856831140582,-0.15916154378611705,0.01603807974335106,-0.035974555523189164
-0.004325426171934592,0.0962985682076005,-0.15916154347043876,0.016038079712849013,-0.03597455541904647
-0.004325426276106345,0.09629856787491818,-0.15916154293313092,0.016038079617966716,-0.035974555345552536
-0.004325426202675411,0.09629856770432778,-0.15916154268133392,0.016038079715529053,-0.03597455511071325
-0.0043254262482483805,0.09629856828471146,-0.15916154366683657,0.016038079773896985,-0.03597455556806207
