one,two,three,four,five,time
-0.01087715005718603,0.0826106092741913,-0.13697472657866785,-0.011460654396228037,-0.002631201706943991,15.614712476730347
0.0024971261776026103,0.09530164397472932,-0.13950368614982064,0.020721632955772906,-0.02451372902788225,13.223640203475952
0.015412232524504894,0.08580336592827827,-0.14964943703106204,-0.0009501800896363142,-0.012692294103795269,16.506742238998413
0.013942320193896816,0.09168549947117344,-0.1380969939556359,-0.011158908001985726,-0.006861295597922593,13.720293760299683
0.0029284939643270283,0.07351834340762595,-0.13826504901870823,0.00871947257682202,-0.01165364312029662,13.754117012023926
0.01887569326242938,0.08528896549607026,-0.13968958293193035,0.012421398851183416,-0.01924615533322952,15.08751654624939
0.0016364570735910692,0.07757167756040838,-0.1360264271288451,0.008947750644845896,-0.004935279569261776,14.192418813705444
-0.004786474147100009,0.08010216633159133,-0.13270521276731395,0.009225578883130095,-0.02100975490285299,15.507525444030762
0.002565144072985608,0.07828923585695405,-0.12325087071645424,-0.011168130793752225,-0.011523062797115933,15.1270592212677
0.008143879648629898,0.09775516433397761,-0.1365510269837917,0.002115375678528027,-0.011047439434541744,19.501301288604736
0.012046322223341512,0.08903936109275487,-0.14277860135391268,-0.019316473497667866,-0.004236009746421995,16.10017490386963
0.004701707256193373,0.07491674286923222,-0.13842390251323838,-0.009064325487175697,-0.025657461129390626,15.516505002975464
-0.0009009843999703937,0.09958906846979522,-0.13145564540704976,0.005241041849211898,-0.0055093559648982555,12.975480079650879
-0.005187601866190131,0.07237889057774899,-0.1401325276903967,-0.005901776657129113,-0.023452019359767956,15.231518030166626
0.012316129866061962,0.08538391852129937,-0.1394818711382391,0.006917770539195535,-0.009566365100510833,14.46696162223816
0.013439880154046409,0.0724010390564492,-0.13860797049285717,0.009313648993366098,-0.020800573137521153,12.889432191848755
-0.005799253838828684,0.08268114200845936,-0.12996269753481035,-0.00244381242452427,-0.004304070010345818,16.609644651412964
-0.0033633650866403656,0.0818264596899919,-0.13784937648740944,0.012416945359097027,-0.006753743935537618,15.374778270721436
0.0013161027491415914,0.0852277654158407,-0.13935117507735287,0.014437957173578106,-0.010105683345912693,13.037182569503784
0.005847772639712645,0.06723975284693237,-0.11428507694535817,0.013353021087196146,-0.009578417025849585,19.72005295753479
-0.012996844932969048,0.0881154207522795,-0.11883463872647042,0.0007763581677130648,-0.008967897527176806,13.865913391113281
-0.017887870058557315,0.08995366820592218,-0.13359000041116453,-0.004798395585194567,-0.015418976852099503,12.779265880584717
0.005305035073554793,0.08789900308603163,-0.14569146454325146,0.008604898326136048,-0.023141404187256912,20.733935832977295
0.0098968018457853,0.09578188379175778,-0.14162577071786053,-0.01408881839338364,-0.04275762511159164,15.808783292770386
-0.011084779520856455,0.08962437711873338,-0.14168772804079402,-0.0075467771580750445,-0.014539929485690254,13.95765209197998
0.009158608640789434,0.08442222595364449,-0.14228038867922851,0.00886707259336866,-0.0121084205525375,13.144093990325928
0.01248372329115165,0.07892825220197888,-0.1548814406492762,0.015828909479901627,-0.018353165717771232,12.377930641174316
0.00297773343330307,0.06910508578196664,-0.14187106948290085,0.008363039490239838,-0.01015887139372475,16.509918451309204
0.001371291569910541,0.07828123445297817,-0.14089790734310398,-0.00911876878720197,-0.002500248709652194,14.979487895965576
-0.0014496434902737233,0.07569621755652318,-0.13803453074158814,-0.009056343774948619,-0.022184474149659475,12.970649480819702
-0.009276456197770946,0.08821200546530057,-0.14890795897001438,-0.0064073295033742995,-0.016807253581396477,14.432537317276001
0.011365137477175068,0.07545689984103589,-0.14042301062906384,-0.005415277797571847,-0.011340064089876605,13.549663305282593
0.0022783783025667435,0.08484131374894681,-0.13417969522914344,-0.011203610909764574,-0.009231507567260515,15.313847780227661
-0.0001822382494652876,0.0944611420540566,-0.14586737879948744,0.007914684230591426,-0.012882290385166079,14.777321100234985
0.004420966943245043,0.08325489167434275,-0.12676746592607482,-0.006913211248354379,-0.025921257638776514,15.688770055770874
0.015230752013564703,0.06542657895746626,-0.13292141841814023,0.006758038524133548,-0.019420067743270326,12.986603498458862
0.006158606477989007,0.07361014668185416,-0.14835448203109522,-0.002205684188372815,-0.012127975947622164,13.065056324005127
0.013937697852118947,0.09677017312007433,-0.1447013883816587,0.004080330426479336,-0.01668834368086347,12.988128662109375
0.0022577782970722294,0.06286439454954715,-0.12312411875526859,-0.009585473718098786,-0.02359708055155776,18.369043111801147
0.007816996736165175,0.08988333633198678,-0.14882727190865142,-0.00531259508218495,-0.021144527705739807,15.23941159248352
-0.00041210571934062603,0.09423230620965767,-0.15051110225517553,-0.0016374224949458217,-0.01326351076547281,19.223175764083862
-0.003691759310046607,0.07862690423297095,-0.12241753153987314,-0.006562481387054333,-0.008832730932192586,15.276623725891113
0.007099702190828001,0.09410740098436625,-0.14012977419808298,-0.00665542806438928,-0.010524739674679583,13.414314270019531
0.0029252375442016375,0.06839468116844648,-0.13411261810850905,0.0012624171995890639,-0.006388405479051079,16.025132179260254
-0.0010513219339944107,0.09207472848147591,-0.16396360073790303,-0.007393104115586721,-0.0053546373663883534,14.732050895690918
0.005082819657975954,0.08698218908412754,-0.14169071465809685,0.014291109319271817,-0.01360146220753249,14.792876482009888
0.018556273048900604,0.0821544147857205,-0.13281700908928626,0.007396648478488139,-0.023909708191338558,15.355794191360474
0.0048691840177051,0.07248099284826819,-0.14614082487455676,-0.00010879589542283282,-0.018403223742947727,14.897659301757812
-0.0131079165738182,0.0769070152557414,-0.12208799934555785,-0.010902873652510246,-0.028055872918051977,13.471803903579712
-0.03066979209444116,0.0825098419438816,-0.11249449133828428,0.010020711197568475,-0.021133790976590287,15.738666772842407
-0.010892679081102424,0.08260899182678286,-0.15050729599263388,-0.005478113645616444,0.003374527085568692,13.814630031585693
-0.010940112701918229,0.09791704187190042,-0.11933176812009556,-0.0001523845899737075,-0.02319695287918217,19.36587905883789
-0.00957340414167969,0.0788844906149873,-0.14581706498840413,0.004895035033145274,-0.011396401186706609,14.874866247177124
0.008773747295224869,0.0917773727917213,-0.13490306669630645,-0.015847246647809045,-0.024787817430355324,14.064605951309204
0.007487399261147687,0.07822467863886105,-0.13921872806429156,0.010762260122057325,-0.001792129731965648,14.779201030731201
-0.012774542142013188,0.07827624682653063,-0.12512125737529062,0.007551352306316752,-0.012193196018838741,16.836899995803833
-0.011629377654450327,0.1013126055180531,-0.13083766321428902,0.0010812660867697114,-0.013806969260438713,14.054015159606934
-0.010122781748405712,0.09112272532916842,-0.13204340416875623,-0.006682564592468075,-0.01321941392584431,13.858031034469604
0.007253295991147501,0.09375553063947868,-0.13943423138380945,0.006378123616213312,-0.001061499158586174,16.48724675178528
0.0036510375138153195,0.09637997147546996,-0.13751224727168349,-0.009876110293665558,-0.015274492095805678,13.512409925460815
0.012961848077101594,0.09189269150030234,-0.14034701431561614,0.0004737627700326145,-0.022926137930155046,13.34802794456482
0.007439023110460035,0.0704980027874701,-0.12523395992111844,0.014539877155799859,-0.006649335614882795,13.250976085662842
