one,two,three,four,five,time
-0.004361675235672513,0.09305362281153859,-0.14685102315601586,-0.004679623822144683,-0.018318215447246166,15.452224254608154
-0.0025001331529996484,0.07830482277722065,-0.11719322296423823,0.007776706581929617,-0.01648986965299967,14.175549983978271
0.010304299654015261,0.09815700752224496,-0.1287647411721133,-0.014266420806812561,-0.004435179365381762,20.12472677230835
-0.00831324187006706,0.08362284049415689,-0.12866983166847074,0.0038008514367601273,-0.01161970846878256,13.00508189201355
0.00848071871688771,0.07150625789525908,-0.12990744528674036,0.006473964279080909,-0.02105643496613745,14.938838720321655
0.004666778681398865,0.07728232931796247,-0.13103357610485292,0.017525634619907453,-0.025127845532122366,14.26585340499878
0.017138878239632022,0.08801178341899138,-0.1334705034256105,-0.001098259488264885,-0.02151154501737662,12.981225490570068
0.001974530773420348,0.08876120087692085,-0.1532252790821538,0.014864411466519857,-0.012529977489044207,16.288568019866943
-0.011114138320712787,0.07015099116498935,-0.1284867997578407,-0.02883705634625472,-0.03257103039411219,15.639528274536133
0.0019882409360985295,0.07629734882527998,-0.14457711634129744,0.0030936689185860136,-0.015629668485446085,14.924682378768921
-0.002545847612101472,0.08303884206862515,-0.13683883623725313,0.010670447549120903,-0.018891577473179627,15.456008195877075
-0.0010933757876021115,0.09407041232032018,-0.12340690819840112,-0.00032930804257666463,-0.022381550535655714,12.623031377792358
-0.0021604041832326316,0.07232080187462123,-0.1527524628968846,0.03596641157120629,-0.04446246477046132,14.179977416992188
-0.008366017910793585,0.08828050816304195,-0.1499883934745331,-0.00714746788292567,-0.019871130782062194,14.368514060974121
-0.0017861400892227783,0.09486396553168992,-0.1445474513541408,0.0003850140665209107,-0.020089065308692283,16.383299350738525
-0.004538769440720881,0.08898556874860986,-0.1500514778122456,0.005109774006166728,-0.007864835441914379,14.71242094039917
0.013340872518094099,0.08924420304955805,-0.139177664592245,-0.001338242601295087,-0.021839768201856583,13.894868850708008
0.012829222129865585,0.08886984096844902,-0.13966914428308858,-0.006275921407000921,-0.0016965814269184652,19.42544651031494
0.01592306308807467,0.06572367845281318,-0.1500597928158679,-0.01563380438338181,-0.013835319620860086,13.083539724349976
0.0018352721706516018,0.07780439249418887,-0.15300390421648422,-0.008027647809050586,-0.01222230825443341,16.513419151306152
-0.006746538759446915,0.06858707603820267,-0.1416818322474058,0.021014293218928455,-0.02418652138311029,14.21056580543518
-0.002723134451721843,0.09641739359378615,-0.14485456483315332,0.0001109966117873957,-0.01410465641477187,14.245494842529297
0.0022980072569760033,0.08760597646728988,-0.1253014721832253,-0.004441866834853807,-0.014109214475676486,16.0919349193573
-0.015198418223086927,0.07294334836884309,-0.13668281842150584,-0.00799049935786014,-0.021807165568911196,17.89153552055359
0.01064058693105278,0.09177893608502788,-0.13615959412357656,-0.006804871699498365,-0.005296519631896019,12.742122888565063
-0.02377312130763502,0.08223229238010232,-0.1197294555959817,0.0028402109327883723,-0.017231411453066472,19.09045147895813
-0.007183592215176908,0.07683180184506302,-0.14419597449963825,0.023779619939447234,-0.016520393883708667,13.931412696838379
-0.013293640784357068,0.10113137781258642,-0.16195336993450238,0.005544950890145735,-0.014677563411161871,14.543608903884888
0.005893124715866051,0.07874280106902581,-0.14164530957871288,-0.002754984435514668,-0.008231315984365115,13.70997142791748
0.010803894546392086,0.08613499821306123,-0.1367829349347032,-0.009078959290223315,-0.024984584282804256,13.269579410552979
-0.005329762280023052,0.09267373800865804,-0.1414033390383844,-0.013221131666243476,-0.014586229518139973,19.428051948547363
-0.006257840299836801,0.0952019291053805,-0.13725625153957507,-0.009159598904929907,-0.020229024292536726,13.015758275985718
0.004214928238793947,0.08036476851330232,-0.14076694368359366,0.008604515115024856,-0.00727769966666637,12.313004493713379
0.003422925191201999,0.08742820571970836,-0.14652246255664075,0.009028073404223387,-0.005021114862056839,13.89634656906128
0.010338250266680449,0.06750306739900776,-0.1402560801387255,0.004484167276382532,-0.011962190013014695,16.775315523147583
0.011419422574018602,0.07734480752590858,-0.1482851765695858,0.003827942968726759,-0.015834982055290728,13.283365964889526
0.0035866429752010524,0.08018358615229501,-0.1508524116398634,-0.00833413366962594,-0.017509097908284664,14.857362747192383
0.003989349009002701,0.09536966104492905,-0.1517955644172439,0.001090424471013986,-0.029176639527628983,13.150135278701782
