one,two,three,four,five
2.593185844762261e-05,0.0860709226572351,-0.1435168294038198,0.0042424432713722,-0.0140817161528805
5.634253307610186e-06,0.0741140182034566,-0.1238209515033949,0.002252783534104,-0.0107161995083338
-0.0001490140476003,0.0796076867894653,-0.1310025756185037,0.0043667259285677,-0.0124377977360811
0.0018049266009866,0.0877817035380589,-0.1452168657279574,0.0031765724122663,-0.0138691323081834
-0.0004471853109057,0.0852174991983331,-0.141951539297409,0.0060797258302712,-0.0139474691851531
0.0002015812319458,0.0837988413678662,-0.1350750088057213,0.0056837834118959,-0.0138514663111657
0.0013207962859912,0.0815657593856843,-0.1370079080277971,-0.0001323327563407,-0.0140825252498122
0.0016923009296165,0.0818566602008559,-0.1376186914884634,0.0051748198067118,-0.0154295297969907
-0.0020846767329607,0.0808659931424752,-0.135269597653181,0.0010940129487432,-0.0137750812683547
0.0008119698829174,0.0879609667706329,-0.1470402048024312,0.0028878653382238,-0.0147609569690729
-0.0011033329769981,0.0788403735402125,-0.1321170408136295,0.0014850302549892,-0.0121233721995841
-6.843821685508174e-05,0.0790783387486731,-0.130794642410607,0.004527711950564999,-0.012908306750186001
0.0008654011295456,0.0883712783075862,-0.1471859632108708,0.0030422066361155,-0.0146042740040134
-0.0005614296716479,0.0829819888862199,-0.1338103969249495,0.0030088515425023,-0.014746767052879
-0.0008242832986354,0.0778752011011585,-0.1336539490005311,0.0039122158185962,-0.0141906897064849
0.0026370197368963,0.0783623787878463,-0.1306337074255013,0.0031675119989614,-0.0128641602842357
-0.0001750421588746,0.0732186805004638,-0.1238889190603224,0.0009591142276902,-0.0127718540576673
0.0006671840422962,0.0767383067169781,-0.1313154242803523,0.0032938869550463,-0.0110608703686619
-3.816292155555984e-06,0.0827060732563005,-0.1395954457327463,0.0044576486599105,-0.0156280743048818
0.0003024039039826,0.0829150741359681,-0.1359655875512712,0.0027164693063315,-0.0113194424667058
0.0006269736524856,0.0723653271770228,-0.1240381745115108,0.0026228533236718,-0.0108784741536278
0.0012087510976266,0.0771385719721892,-0.1292196792806312,0.0040679193262118,-0.0141258594808881
-0.0004000791346865,0.0856908835534037,-0.14417659160068,0.0027515914728812,-0.0151874395385778
0.0010223533948091,0.0877919209906606,-0.1466582262856011,0.0027124620771804,-0.0147635203887179
0.0010195293498764,0.0751900687027444,-0.1252816223717677,0.0025657733241951,-0.012472790088988
0.0011426180612705,0.0876156657780434,-0.1461567984028872,0.0025884627882037,-0.0149559969696234
0.0004583877632579,0.0724606949870049,-0.1239519619587259,0.0034236097677167,-0.0131206664388315
0.0015328873402449,0.0773752098833693,-0.1274349842054515,0.0030301650336134,-0.0126133574074348
0.0004975148680826,0.0782311401816147,-0.1309725968406845,0.0037659175399591,-0.0114254150547498
0.0007580397791666,0.0880195504524008,-0.1470662622633983,0.0027480874603093,-0.0147439750256131
0.000411889816809,0.0868985022903341,-0.1455919686229587,0.0030756473401818,-0.0136445916190681
0.0017799704453175,0.0782335526152252,-0.13568464713696998,0.0033881613563699997,-0.0138518847707024
0.0010377849669605,0.087183149804985,-0.1448451604906147,0.0035841066077156,-0.0155717088823723
0.0014726978186217,0.0871601856029427,-0.1460917087489069,0.0026140940099819,-0.0143338049559501
0.0016975760777959,0.0871434789505541,-0.1448987010392499,0.0025326825124849,-0.0142340424296608
0.0016639135942404,0.0867301338172984,-0.1451911996907386,0.0025661166470494,-0.0142107310443759
-1.668165956073902e-05,0.0826698147100074,-0.1408708180533439,0.0056613543917366,-0.0123344338739321
0.0003305005677234,0.0792636418100939,-0.1346510582868599,0.0006082387155514,-0.0155564484231227
0.0009686527282252,0.0870953218482929,-0.146238839677974,0.0038333699697092,-0.014741884929228996
0.0009574431140067,0.0751312470896352,-0.1257109362061214,0.0023289938938507,-0.0126614432261048
0.0006755065709765,0.0769200798066894,-0.1286614438198237,0.0011758315878336,-0.0124454074308755
0.0004838742669996,0.0838045069898668,-0.1415242337013021,0.0046640604968431,-0.014453865586285
0.0003486228491509,0.0865586258841639,-0.1443478976316912,0.0032997542157223,-0.0130866444253247
0.0011079146201655,0.0874415821787647,-0.1463877337845973,0.0033476396688329997,-0.0144954025676547
-0.0001238316582803,0.0864216035756622,-0.1430931705098508,0.0010314160568928,-0.0110267245309177
0.0006811735288616,0.0808306941306108,-0.1324102814659585,-7.580946106139642e-05,-0.0121757010485933
0.0017071372096778,0.0864988438964255,-0.1406631272961146,0.0027807676393765,-0.014260969763098
-0.0009490252783104,0.0855418051773797,-0.1443565615879105,0.0026975080069754,-0.0150995745473365
-0.0006036597776818,0.0781980399254803,-0.1290589936159092,0.0019951229129013,-0.0146884608498302
0.0022234907280462,0.0777678670097095,-0.1324160072724534,0.0042572501358333,-0.0127217285039922
-9.035318758414247e-06,0.0736936156406125,-0.1235127725475677,0.0009830111249325,-0.0115048488061996
0.0007531537658604,0.0871459982548231,-0.145739841408185,0.0017169512168315,-0.0146494079718559
0.0020703828413455,0.0737927318095815,-0.1226383634733898,0.002157395611216,-0.0139632266673923
0.0022170232273117,0.0795288619950995,-0.139776264875862,-6.345512568190205e-05,-0.0125286129943398
0.00030089991499699997,0.0841178815232731,-0.14378151225476302,0.0047095201166835,-0.0148169397157803
0.0006785547753278,0.0879075851180172,-0.1466010763426862,0.0027198269540895,-0.0147189662101687
0.0010099587643981,0.0775493387013295,-0.1322082308937703,0.0040532350684948,-0.0157151989442396
0.0024402160617525,0.0770068226106348,-0.1304848794052293,0.0021417092870924,-0.0155823491420362
-0.0004892568150858,0.0853543675071325,-0.1444767060998227,0.0026038357673012,-0.0142065843796892
0.0025426565898424,0.0820970228662453,-0.1377519376688944,0.0037686757802133,-0.0163848825929607
0.0012867595712491,0.07886075617751,-0.1347570712725401,0.0032292322271467,-0.0113224968576029
0.000106701144575,0.0871220195949904,-0.1456878754051671,0.003023245918461,-0.014299300206376996
0.0008276987361651,0.0867267053327477,-0.143316023159955,0.003282938490371,-0.0131063616359181
0.0008362666971265,0.0878691306005017,-0.1469285641465175,0.0027387513341166,-0.0148377758197603
0.0007605496233156,0.08803257860694502,-0.1470278543452196,0.0028007221891617,-0.0147955333453799
